id,Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID
398899,2011-12-07,Credit card,,Late fee,,,,HSBC NORTH AMERICA HOLDINGS INC.,DC,20017,,,Web,12/7/2011,Closed with relief,Yes,No,3479
399008,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,FL,32174,,,Referral,12/21/2011,Closed without relief,Yes,No,7280
400294,2011-12-19,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,HSBC NORTH AMERICA HOLDINGS INC.,GA,30517,Older American,,Web,12/20/2011,Closed without relief,Yes,No,6529
400333,2011-12-22,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,20136,,,Web,12/22/2011,Closed without relief,No,Yes,7520
400910,2011-12-24,Credit card,,Collection practices,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,7403,,,Web,12/28/2011,Closed with relief,Yes,No,7906
401337,2011-12-02,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,JPMORGAN CHASE & CO.,NV,89423,"Older American, Servicemember",,Phone,12/5/2011,Closed without relief,Yes,No,2660
401353,2011-12-30,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NV,89156,,,Referral,1/4/2012,Closed without relief,Yes,Yes,8936
401651,2011-12-02,Credit card,,Credit reporting,,,,CAPITAL ONE FINANCIAL CORPORATION,MN,55427,,,Web,12/6/2011,Closed without relief,Yes,No,2500
401737,2011-12-10,Credit card,,Other fee,,,,"CITIBANK, N.A.",IL,60611,,,Web,12/12/2011,Closed with relief,Yes,No,4473
403257,2011-12-05,Credit card,,Late fee,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11779,,,Referral,12/5/2011,Closed with relief,Yes,No,3060
403517,2011-12-01,Credit card,,Unsolicited issuance of credit card,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",DE,19808,,,Referral,12/1/2011,Closed without relief,No,No,2121
405338,2011-12-02,Credit card,,Other,,,,CAPITAL ONE FINANCIAL CORPORATION,TN,37917,,,Referral,12/2/2011,Closed without relief,Yes,No,2575
405441,2011-12-13,Credit card,,Credit line increase/decrease,,,,JPMORGAN CHASE & CO.,IA,52246,,,Web,12/15/2011,Closed without relief,Yes,Yes,5368
405694,2011-12-14,Credit card,,Closing/Cancelling account,,,,CAPITAL ONE FINANCIAL CORPORATION,NV,89129,,,Web,12/16/2011,Closed with relief,Yes,No,5564
405895,2011-12-02,Credit card,,Unsolicited issuance of credit card,,,,"CITIBANK, N.A.",NJ,7039,,,Web,12/5/2011,Closed with relief,Yes,No,2598
405970,2011-12-28,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,MD,20736,,,Referral,12/29/2011,Closed without relief,Yes,No,8488
406238,2011-12-01,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,20105,,,Web,12/8/2011,Untimely response,No,No,750
406249,2011-12-04,Credit card,,Late fee,,,,"CITIBANK, N.A.",AZ,85013,,,Web,12/6/2011,Closed with relief,Yes,Yes,2784
406332,2011-12-08,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,7062,Older American,,Web,12/11/2011,Closed without relief,No,Yes,4173
406491,2011-12-12,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,U.S. BANCORP,AZ,85716,,,Web,12/12/2011,Closed without relief,Yes,Yes,4754
406671,2011-12-06,Credit card,,Other fee,,,,AMERICAN EXPRESS COMPANY,GA,30062,,,Web,10/26/2012,Closed with monetary relief,Yes,Yes,3191
406992,2011-12-07,Credit card,,Billing statement,,,,SYNCHRONY FINANCIAL,NY,11763,,,Phone,12/9/2011,Closed without relief,Yes,No,3540
407543,2011-12-10,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,MI,49450,,,Web,12/12/2011,Closed without relief,Yes,No,4492
407995,2011-12-08,Credit card,,Credit reporting,,,,"CITIBANK, N.A.",AL,36503,,,Postal mail,12/12/2011,Closed without relief,Yes,No,2521
408875,2011-12-27,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",TX,75570,Older American,,Web,2/3/2012,Closed with relief,Yes,No,8059
409601,2011-12-08,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,WELLS FARGO & COMPANY,VA,20171,,,Web,12/9/2011,Closed without relief,Yes,No,3990
409674,2011-12-20,Credit card,,Other,,,,CAPITAL ONE FINANCIAL CORPORATION,TX,78744,,,Referral,12/21/2011,Closed with relief,Yes,No,7052
409681,2011-12-23,Mortgage,Other mortgage,Credit decision / Underwriting,,,,TCF NATIONAL BANK,CO,80537,Older American,,Fax,5/15/2012,Closed without relief,Yes,No,7775
409830,2011-12-07,Credit card,,Billing disputes,,,,AMERICAN EXPRESS COMPANY,NY,11735,,,Web,12/9/2011,Closed without relief,Yes,Yes,3464
410401,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,MI,48374,,,Web,12/13/2011,Closed without relief,Yes,Yes,4775
411260,2011-12-08,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,95301,,,Web,12/9/2011,Closed without relief,Yes,Yes,3781
411520,2011-12-05,Credit card,,Other,,,,HSBC NORTH AMERICA HOLDINGS INC.,IL,60124,,,Referral,12/5/2011,Closed with relief,Yes,No,3090
411657,2011-12-11,Mortgage,Conventional adjustable mortgage (ARM),Application  originator  mortgage broker,,,,JPMORGAN CHASE & CO.,CA,90026,,,Web,12/12/2011,Closed without relief,Yes,No,4619
411705,2011-12-05,Credit card,,Credit card protection / Debt protection,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92661,,,Referral,12/5/2011,Closed with relief,Yes,No,3003
411788,2011-12-02,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MN,55068,,,Web,1/10/2012,Closed without relief,Yes,Yes,2638
411856,2011-12-16,Credit card,,Identity theft / Fraud / Embezzlement,,,,Comerica,CA,94536,Older American,,Phone,12/20/2011,Closed without relief,No,No,6195
412059,2011-12-10,Credit card,,Other fee,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CO,80305,,,Web,12/12/2011,Closed with relief,Yes,No,4533
412092,2011-12-20,Credit card,,Collection practices,,,,WELLS FARGO & COMPANY,GA,30068,Older American,,Web,12/20/2011,Closed without relief,Yes,No,6898
412257,2011-12-21,Credit card,,Collection practices,,,,"CITIBANK, N.A.",CO,81147,,,Web,12/20/2011,Closed without relief,Yes,Yes,54299
413639,2011-12-08,Credit card,,Credit reporting,,,,DISCOVER BANK,TX,75227,,,Web,12/9/2011,Closed without relief,Yes,No,67935
413763,2011-12-22,Credit card,,Late fee,,,,WELLS FARGO & COMPANY,MO,63901,,,Web,12/22/2011,Closed with relief,Yes,No,7584
414034,2011-12-17,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,CAPITAL ONE FINANCIAL CORPORATION,IN,46131,,,Web,12/19/2011,Closed without relief,No,Yes,6481
414045,2011-12-18,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,AL,35120,,,Web,12/21/2011,Closed without relief,Yes,Yes,6508
414083,2011-12-14,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,98116,,,Web,12/19/2011,Closed without relief,Yes,No,5844
414458,2011-12-06,Credit card,,Credit reporting,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",KY,40347,,,Referral,12/6/2011,Closed with relief,Yes,No,3434
414539,2011-12-14,Credit card,,Closing/Cancelling account,,,,AMERICAN EXPRESS COMPANY,NY,10016,,,Web,3/9/2012,Closed with relief,Yes,Yes,5616
414954,2011-12-08,Credit card,,Late fee,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,10075,,,Web,12/12/2011,Closed with relief,Yes,No,4081
415077,2011-12-22,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92114,,,Web,12/22/2011,Closed without relief,No,No,7636
415109,2011-12-06,Credit card,,Collection practices,,,,SYNCHRONY FINANCIAL,IL,61073,,,Referral,12/6/2011,Closed without relief,Yes,No,3285
415558,2011-12-22,Credit card,,Other,,,,"CITIBANK, N.A.",OK,74006,Older American,,Web,12/22/2011,Closed with relief,No,No,7514
416439,2011-12-13,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,6451,,,Web,12/19/2011,Closed without relief,Yes,Yes,5287
417210,2011-12-08,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",CA,92603,,,Web,12/11/2011,Closed without relief,Yes,No,4082
417300,2011-12-23,Credit card,,Credit line increase/decrease,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",KY,41091,,,Web,12/27/2011,Closed without relief,Yes,Yes,7852
417391,2011-12-29,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,IL,60510,,,Web,12/30/2011,Closed without relief,Yes,Yes,8701
417418,2011-12-09,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",OH,43227,Older American,,Web,12/12/2011,Closed without relief,Yes,Yes,4437
418063,2011-12-14,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30236,Older American,,Web,12/21/2011,Closed without relief,Yes,No,5799
419612,2011-12-13,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,98311,,,Web,12/15/2011,Closed without relief,Yes,No,5413
420637,2011-12-07,Credit card,,Credit determination,,,,"CITIBANK, N.A.",FL,32226,,,Web,12/9/2011,Closed with relief,Yes,No,3771
421125,2011-12-01,Credit card,,Advertising and marketing,,,,JPMORGAN CHASE & CO.,CA,90046,,,Web,12/2/2011,Closed without relief,Yes,No,2387
421215,2011-12-01,Credit card,,Other,,,,HSBC NORTH AMERICA HOLDINGS INC.,MD,20747,,,Referral,12/19/2011,Closed without relief,Yes,No,2254
421453,2011-12-30,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",CO,80631,Older American,,Web,1/3/2012,Closed without relief,Yes,No,8859
421650,2011-12-02,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,PA,15241,,,Phone,12/2/2011,Closed without relief,Yes,Yes,2468
421718,2011-12-02,Credit card,,Rewards,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AZ,85712,,,Referral,12/1/2011,Closed with relief,Yes,No,2418
422649,2011-12-02,Mortgage,Conventional adjustable mortgage (ARM),Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91405,,,Web,12/5/2011,Closed without relief,Yes,Yes,2477
422742,2011-12-29,Credit card,,Credit reporting,,,,JPMORGAN CHASE & CO.,FL,33484,Older American,,Web,12/29/2011,Closed without relief,Yes,No,8457
422991,2011-12-24,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,NC,28213,Servicemember,,Web,12/28/2011,Closed with relief,Yes,No,7901
424060,2011-12-12,Credit card,,APR or interest rate,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,1752,,,Phone,12/14/2011,Closed with relief,Yes,No,4889
424547,2011-12-07,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"CITIBANK, N.A.",FL,33547,,,Phone,12/12/2011,Closed without relief,Yes,Yes,3769
425434,2011-12-01,Credit card,,Identity theft / Fraud / Embezzlement,,,,M&T BANK CORPORATION,PA,18602,,,Referral,12/6/2011,Closed with relief,Yes,No,3410
425486,2011-12-16,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30122,,,Referral,12/16/2011,Closed without relief,Yes,Yes,11654
426247,2011-12-09,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,92240,,,Phone,12/12/2011,Closed without relief,Yes,No,4374
426377,2011-12-22,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,FL,33063,,,Web,12/22/2011,Closed without relief,Yes,No,7508
426469,2011-12-06,Mortgage,VA mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,SD,57030,,,Web,12/8/2011,Closed without relief,Yes,No,3236
426493,2011-12-16,Credit card,,Delinquent account,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,34602,,,Web,12/21/2011,Closed without relief,Yes,No,6381
426494,2011-12-16,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,CAPITAL ONE FINANCIAL CORPORATION,DC,20012,,,Phone,12/21/2011,Closed without relief,Yes,No,6372
426511,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,CA,94558,,,Phone,12/13/2011,Closed without relief,Yes,No,4790
426614,2011-12-15,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94577,,,Referral,12/15/2011,Closed without relief,Yes,No,5972
426735,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11385,,,Referral,12/21/2011,Closed without relief,No,No,7447
426963,2011-12-02,Credit card,,Collection practices,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,11580,,,Web,12/5/2011,Closed without relief,Yes,Yes,2408
427037,2011-12-21,Mortgage,Other mortgage,Settlement process and costs,,,,JPMORGAN CHASE & CO.,MI,49508,,,Web,12/21/2011,Closed without relief,Yes,No,7253
427125,2011-12-13,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MN,56435,,,Postal mail,12/21/2011,Closed without relief,No,No,5138
427239,2011-12-22,Credit card,,Application processing delay,,,,AMERICAN EXPRESS COMPANY,MA,2130,,,Referral,12/27/2011,Closed without relief,Yes,No,7805
428400,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,TCF NATIONAL BANK,MN,56065,,,Referral,2/6/2012,Closed with relief,Yes,No,6879
428671,2011-12-01,Credit card,,Billing disputes,,,,AMERICAN EXPRESS COMPANY,NY,10701,,,Referral,12/1/2011,Closed without relief,Yes,No,2094
429029,2011-12-01,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,IA,51523,,,Referral,12/5/2011,Closed with relief,Yes,No,2084
429651,2011-12-01,Credit card,,Billing statement,,,,"CITIBANK, N.A.",NJ,8016,,,Referral,12/5/2011,Closed without relief,Yes,No,2138
429672,2011-12-22,Credit card,,Forbearance / Workout plans,,,,CAPITAL ONE FINANCIAL CORPORATION,NC,28406,Older American,,Fax,12/22/2011,Closed with relief,Yes,No,7526
429730,2011-12-22,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,CA,92109,,,Web,12/22/2011,Closed without relief,Yes,No,7657
429816,2011-12-15,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,48038,,,Referral,12/15/2011,Closed without relief,No,No,6040
430140,2011-12-30,Credit card,,APR or interest rate,,,,"CITIBANK, N.A.",ME,4357,,,Phone,1/4/2012,Closed with relief,Yes,No,8768
430476,2011-12-09,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,PNC Bank N.A.,MA,1887,,,Web,12/12/2011,Closed without relief,No,Yes,4263
430573,2011-12-29,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",CA,91773,,,Referral,12/30/2011,Closed with relief,Yes,No,8785
431092,2011-12-21,Credit card,,Billing disputes,,,,WELLS FARGO & COMPANY,MA,2118,,,Referral,3/21/2012,Closed without relief,Yes,Yes,6004
431113,2011-12-14,Credit card,,Credit card protection / Debt protection,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11554,,,Referral,12/14/2011,Closed without relief,Yes,No,5814
431347,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,NY,11767,,,Referral,12/29/2011,Closed without relief,Yes,No,7097
431370,2011-12-20,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,JPMORGAN CHASE & CO.,IL,60559,,,Web,12/22/2011,Closed without relief,Yes,No,7230
431491,2011-12-08,Mortgage,Home equity loan or line of credit,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94040,,,Web,12/12/2011,Closed without relief,No,No,4184
432661,2011-12-02,Credit card,,Forbearance / Workout plans,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AR,72704,,,Web,12/5/2011,Closed without relief,Yes,No,2503
433635,2011-12-30,Credit card,,Identity theft / Fraud / Embezzlement,,,,SYNCHRONY FINANCIAL,TX,76504,,,Referral,12/30/2011,Closed without relief,Yes,No,8871
433774,2011-12-31,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,TX,78258,,,Web,1/4/2012,Closed without relief,Yes,No,8998
433834,2011-12-06,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",NC,28215,,,Referral,12/12/2011,Closed with relief,Yes,No,4816
433839,2011-12-04,Credit card,,Billing disputes,,,,JPMORGAN CHASE & CO.,VA,22033,,,Referral,12/4/2011,Closed without relief,Yes,No,2794
434125,2011-12-16,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"FLAGSTAR BANK, FSB",MA,2568,,,Referral,12/23/2011,Closed without relief,Yes,No,6250
434183,2011-12-22,Credit card,,Credit card protection / Debt protection,,,,DISCOVER BANK,NY,12901,Older American,,Web,12/22/2011,Closed with relief,Yes,No,7667
434223,2011-12-08,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,WELLS FARGO & COMPANY,AK,99507,Servicemember,,Web,12/8/2011,Closed without relief,Yes,Yes,3807
435082,2011-12-08,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,REGIONS FINANCIAL CORPORATION,AR,72113,,,Web,12/12/2011,Untimely response,No,No,3967
435192,2011-12-05,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,96056,Servicemember,,Phone,12/9/2011,Closed without relief,Yes,No,2991
435545,2011-12-11,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91607,,,Web,12/13/2011,Closed without relief,Yes,No,4644
435801,2011-12-02,Credit card,,Closing/Cancelling account,,,,JPMORGAN CHASE & CO.,IL,60645,,,Referral,12/2/2011,Closed with relief,Yes,No,2452
436022,2011-12-05,Credit card,,Other,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78213,,,Web,12/6/2011,Closed without relief,Yes,Yes,3128
436653,2011-12-01,Credit card,,Credit determination,,,,"CITIBANK, N.A.",FL,33442,,,Referral,12/1/2011,Closed with relief,Yes,No,2088
436972,2011-12-02,Credit card,,Billing disputes,,,,SYNCHRONY FINANCIAL,IA,52404,,,Phone,12/2/2011,Closed with relief,Yes,No,2401
437728,2011-12-29,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,U.S. BANCORP,CA,94806,Older American,,Phone,2/15/2012,Closed without relief,Yes,No,8707
437986,2011-12-06,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",IL,60625,,,Referral,12/5/2011,Closed without relief,Yes,No,3156
438302,2011-12-28,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,12538,,,Web,12/28/2011,Closed without relief,Yes,No,8280
438653,2011-12-08,Credit card,,Credit reporting,,,,U.S. BANCORP,AL,36503,,,Postal mail,12/12/2011,Closed with relief,Yes,No,2519
439502,2011-12-14,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NH,3818,,,Phone,12/19/2011,Closed without relief,No,Yes,5722
439603,2011-12-06,Credit card,,Advertising and marketing,,,,SYNCHRONY FINANCIAL,TX,75230,Older American,,Web,12/8/2011,Closed without relief,Yes,No,3264
439858,2011-12-12,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,NJ,7604,,,Web,12/13/2011,Closed without relief,Yes,Yes,59050
440141,2011-12-28,Credit card,,Late fee,,,,SYNCHRONY FINANCIAL,AZ,85712,,,Web,12/28/2011,Closed with relief,Yes,No,8220
